filename,train error,top-1 error,top-5 error,mutual information,sample entropy,experts usage
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-06_100_20_models.pt,0.4178451895713806,0.48388671875,0.18935546874999998,1.9886255264282227,0.7281945705413818,2.3025712966918945
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-06_100_20_models.pt,0.4077925682067871,0.47871094942092896,0.19013671875000004,2.1290478706359863,0.7590175628662109,2.3847334384918213
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-05_100_20_models.pt,0.43959659337997437,0.5065429210662842,0.20683593749999996,2.0102620124816895,0.752938985824585,2.1637203693389893
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-05_100_20_models.pt,0.39273756742477417,0.47207027673721313,0.18564453125000002,2.5731821060180664,0.7962238311767578,2.497436285018921
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-05_100_20_models.pt,0.4164580702781677,0.47548824548721313,0.18203124999999998,1.299936294555664,0.44820575714111327,1.175140619277954
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-05_100_20_models.pt,0.415824294090271,0.4825195074081421,0.19052734375000002,1.676386833190918,0.6618311405181885,1.7977393865585327
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-05_100_20_models.pt,0.39919883012771606,0.47792965173721313,0.18740234374999998,2.8537120819091797,0.82044677734375,2.8068156242370605
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.0001_100_20_models.pt,0.41015625,0.47441405057907104,0.18710937500000002,2.1538848876953125,0.7368277549743653,2.234686851501465
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.0001_100_20_models.pt,0.4135482907295227,0.49257808923721313,0.20595703124999998,2.724106788635254,0.9153166770935058,2.9900364875793457
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.0001_100_20_models.pt,0.41631853580474854,0.48564451932907104,0.19091796875,2.1104788780212402,0.8017434120178223,2.2818546295166016
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.0001_100_20_models.pt,0.4243861436843872,0.49775391817092896,0.20537109374999996,2.092191219329834,0.7511033058166504,2.1838254928588867
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.0001_100_20_models.pt,0.4174466133117676,0.47548824548721313,0.18583984374999996,1.5762577056884766,0.5872050285339355,1.715061902999878
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.001_100_20_models.pt,0.41385525465011597,0.47939449548721313,0.18701171875,2.7611160278320312,0.845344352722168,2.837252140045166
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.001_100_20_models.pt,0.41717952489852905,0.49492186307907104,0.19902343749999996,2.200355052947998,0.8439831733703613,2.6035537719726562
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.001_100_20_models.pt,0.420093297958374,0.48574215173721313,0.19492187500000002,2.056899070739746,0.5889857769012451,2.0018558502197266
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.001_100_20_models.pt,0.3987005949020386,0.47890621423721313,0.19580078125,2.7186079025268555,0.8060431480407715,2.5816431045532227
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.001_100_20_models.pt,0.4059430956840515,0.48828125,0.18974609374999996,2.735929012298584,0.8466212272644043,2.8562607765197754
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.01_100_20_models.pt,0.40859776735305786,0.47685545682907104,0.18378906250000004,2.536006450653076,0.7710982322692871,2.4758901596069336
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.01_100_20_models.pt,0.41171878576278687,0.48164063692092896,0.18896484375,2.3591346740722656,0.7487672328948974,2.4351916313171387
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.01_100_20_models.pt,0.4245176911354065,0.48916012048721313,0.20341796874999996,2.2338151931762695,0.9113602638244629,2.639193534851074
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.01_100_20_models.pt,0.4232980012893677,0.49111324548721313,0.1982421875,1.7892584800720215,0.6943776607513428,2.06196665763855
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.01_100_20_models.pt,0.4050900936126709,0.46669918298721313,0.18085937500000004,1.3513684272766113,0.4805323123931885,1.875458836555481
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.1_100_20_models.pt,0.4243144392967224,0.4903320074081421,0.20166015625,2.0690650939941406,0.7154512405395508,2.040555000305176
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.1_100_20_models.pt,0.4277064800262451,0.49677735567092896,0.19091796875,2.7839035987854004,0.8935377120971679,2.7972347736358643
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.1_100_20_models.pt,0.416206955909729,0.47646480798721313,0.18291015624999996,0.9783272743225098,0.39974007606506345,0.8796189427375793
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.1_100_20_models.pt,0.4151148200035095,0.49267578125,0.20205078124999998,1.9773492813110352,0.760044002532959,2.263704538345337
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.1_100_20_models.pt,0.41487962007522583,0.48134762048721313,0.19501953125000004,2.3597960472106934,0.8473876953125,2.3696670532226562
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_1e-07_100_20_models.pt,0.41056281328201294,0.4917968511581421,0.20009765624999998,4.013683795928955,1.24660062789917,4.0542521476745605
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_1e-07_100_20_models.pt,0.4153619408607483,0.48808592557907104,0.19267578124999996,3.955228328704834,1.243428611755371,3.2312819957733154
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_1e-07_100_20_models.pt,0.4130859375,0.4825195074081421,0.20087890625000004,3.9041366577148438,1.2538007736206054,3.63151216506958
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_1e-07_100_20_models.pt,0.4070512056350708,0.48173826932907104,0.19140625,3.8319430351257324,1.2426874160766601,3.8805668354034424
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_1e-07_100_20_models.pt,0.4022480845451355,0.4825195074081421,0.19355468750000004,3.9848012924194336,1.1746674537658692,3.726111650466919
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_1e-06_100_20_models.pt,0.40470343828201294,0.48310548067092896,0.193359375,3.9753284454345703,1.2327220916748047,3.7411017417907715
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_1e-06_100_20_models.pt,0.4323022961616516,0.4957031011581421,0.19492187500000002,3.983558177947998,1.1962894439697265,3.8737001419067383
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_1e-06_100_20_models.pt,0.4275311231613159,0.48320311307907104,0.19677734375,3.6163644790649414,1.1690471649169922,3.6886730194091797
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_1e-06_100_20_models.pt,0.41845107078552246,0.4947265386581421,0.201171875,4.045111179351807,1.3801884651184082,3.974768877029419
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_1e-06_100_20_models.pt,0.42618781328201294,0.5033203363418579,0.2080078125,3.845606803894043,1.326209831237793,3.7763073444366455
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_1e-05_100_20_models.pt,0.4020567536354065,0.47988277673721313,0.19150390625000002,3.972893714904785,1.1361525535583497,3.633225917816162
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_1e-05_100_20_models.pt,0.3992666006088257,0.48583984375,0.19707031249999996,3.910017490386963,1.2521336555480957,3.583817481994629
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_1e-05_100_20_models.pt,0.4076650142669678,0.47724610567092896,0.18427734375000004,4.132998466491699,1.217214012145996,3.8005709648132324
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_1e-05_100_20_models.pt,0.41055089235305786,0.490234375,0.19746093750000004,3.8459877967834473,1.328293228149414,3.9037742614746094
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_1e-05_100_20_models.pt,0.40893256664276123,0.4795898199081421,0.18417968750000002,4.114894390106201,1.2194695472717285,3.71323561668396
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.0001_100_20_models.pt,0.4179568290710449,0.49296873807907104,0.19785156250000002,4.005023956298828,1.362944984436035,3.8250086307525635
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.0001_100_20_models.pt,0.4241669178009033,0.49003905057907104,0.19287109375,3.971848487854004,1.1965649604797364,3.71195125579834
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.0001_100_20_models.pt,0.42092233896255493,0.49335938692092896,0.20751953125,3.8365955352783203,1.3492204666137695,3.809293031692505
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.0001_100_20_models.pt,0.4151188135147095,0.4878906011581421,0.19511718749999996,4.017367362976074,1.31416597366333,3.795541763305664
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.0001_100_20_models.pt,0.4096500277519226,0.4922851324081421,0.19218749999999996,3.9399070739746094,1.221718692779541,3.7802224159240723
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.001_100_20_models.pt,0.41372770071029663,0.48388671875,0.19160156250000004,3.927340507507324,1.1955119132995606,3.8837623596191406
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.001_100_20_models.pt,0.41048312187194824,0.48193359375,0.18603515625,3.944455623626709,1.1913683891296387,3.7927894592285156
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.001_100_20_models.pt,0.40191328525543213,0.48066407442092896,0.19033203124999998,4.12988805770874,1.273514747619629,3.864654541015625
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.001_100_20_models.pt,0.412511944770813,0.4859374761581421,0.19072265624999996,3.9992504119873047,1.150815773010254,3.8662712574005127
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.001_100_20_models.pt,0.42351722717285156,0.4839843511581421,0.19785156250000002,3.8661627769470215,1.307335662841797,3.758016347885132
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.01_100_20_models.pt,0.4106943607330322,0.48867183923721313,0.1943359375,3.9673256874084473,1.1767885208129882,3.3568849563598633
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.01_100_20_models.pt,0.4257732629776001,0.49677735567092896,0.205078125,3.8781867027282715,1.2644762992858887,3.8865175247192383
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.01_100_20_models.pt,0.4025111794471741,0.4794921875,0.18808593750000002,4.03202486038208,1.1600996017456056,3.7295472621917725
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.01_100_20_models.pt,0.4028061032295227,0.47626954317092896,0.18779296874999996,3.8318653106689453,1.2480019569396972,3.7259883880615234
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.01_100_20_models.pt,0.4161551594734192,0.4815429449081421,0.18623046875000004,3.972717761993408,1.2916983604431151,3.798731803894043
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.1_100_20_models.pt,0.4244897961616516,0.49980467557907104,0.19990234375000004,3.911252975463867,1.3162120819091796,3.5637052059173584
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.1_100_20_models.pt,0.41945552825927734,0.5015624761581421,0.19775390625,3.8750829696655273,1.2442682266235352,3.5884318351745605
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.1_100_20_models.pt,0.4027184844017029,0.47236329317092896,0.17841796875000004,4.042957782745361,1.0685272216796875,3.691704273223877
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.1_100_20_models.pt,0.4187180995941162,0.49697262048721313,0.19873046875,3.7343764305114746,1.2188470840454102,3.689307689666748
cifar100_with_reg_sample_sim_same_0.001_sample_sim_diff_0.1_100_20_models.pt,0.4250797629356384,0.49589842557907104,0.19492187500000002,4.017714500427246,1.3244968414306642,3.8476314544677734
cifar100_with_attention_100_20_models.pt,0.27705276012420654,0.462890625,0.19296875000000002,1.8767948150634766,0.6002603054046631,1.9124089479446411
cifar100_with_attention_100_20_models.pt,0.2668008804321289,0.46464842557907104,0.18857421875000002,1.9509644508361816,0.595980453491211,2.044659376144409
cifar100_with_attention_100_20_models.pt,0.2744738459587097,0.4615234136581421,0.18876953124999996,1.9503064155578613,0.539253568649292,2.593486785888672
cifar100_with_attention_100_20_models.pt,0.2826889157295227,0.4658203125,0.18837890624999998,1.424795150756836,0.3898080587387085,1.3356326818466187
cifar100_with_attention_100_20_models.pt,0.254081666469574,0.45087891817092896,0.18037109375000004,1.79417085647583,0.4678988456726074,2.3101789951324463
cifar100_with_attn_reg_importance_0.2_100_20_models.pt,0.2720145583152771,0.44960933923721313,0.18886718749999998,3.5607709884643555,1.1395431518554688,3.7036900520324707
cifar100_with_attn_reg_importance_0.2_100_20_models.pt,0.2612524628639221,0.44580078125,0.18017578125,3.6895604133605957,1.0283676147460938,3.749220848083496
cifar100_with_attn_reg_importance_0.2_100_20_models.pt,0.2611088752746582,0.439453125,0.18681640624999996,3.5731964111328125,1.0231986045837402,3.963253974914551
cifar100_with_attn_reg_importance_0.2_100_20_models.pt,0.25412946939468384,0.43681639432907104,0.1796875,3.6900906562805176,1.0237795829772949,3.7220618724823
cifar100_with_attn_reg_importance_0.2_100_20_models.pt,0.2558075189590454,0.4424804449081421,0.17783203125000002,3.532383918762207,1.091330623626709,4.006694316864014
cifar100_with_attn_reg_importance_0.4_100_20_models.pt,0.2655174136161804,0.4493163824081421,0.19326171874999998,3.66005802154541,1.005985164642334,3.8743202686309814
cifar100_with_attn_reg_importance_0.4_100_20_models.pt,0.2615633010864258,0.45546871423721313,0.18349609374999998,3.628721237182617,1.0785629272460937,3.7288289070129395
cifar100_with_attn_reg_importance_0.4_100_20_models.pt,0.2736368179321289,0.44746094942092896,0.19140625,3.600377082824707,1.0459309577941895,3.6220703125
cifar100_with_attn_reg_importance_0.4_100_20_models.pt,0.26857858896255493,0.45156246423721313,0.18173828125000002,3.7029786109924316,1.0330212593078614,3.666013240814209
cifar100_with_attn_reg_importance_0.4_100_20_models.pt,0.26299428939819336,0.4462890625,0.18388671874999996,3.694243907928467,1.1149334907531738,3.9042556285858154
