filename,train error,top-1 error,top-5 error,mutual information,sample entropy,experts usage
cifar100_single_model_0,0.5707190930843353,0.5697265863418579,0.25849609375000004,
cifar100_single_model_1,0.5702327787876129,0.5810546875,0.26777343750000004,
cifar100_single_model_2,0.5739357769489288,0.5859375,0.2646484375,
cifar100_single_model_3,0.5787667334079742,0.5729491710662842,0.26347656249999996,
cifar100_single_model_4,0.5652662813663483,0.5744140148162842,0.26025390625,
cifar100_without_reg_100_20_models.pt,0.4652702808380127,0.5072265863418579,0.2001953125,2.900515556335449,0.7830957412719727,3.0634260177612305
cifar100_without_reg_100_20_models.pt,0.48087531328201294,0.5341796875,0.22128906250000002,2.6396493911743164,0.703187370300293,2.810519218444824
cifar100_without_reg_100_20_models.pt,0.4691685438156128,0.519824206829071,0.21904296874999996,2.8399972915649414,0.7398896217346191,2.7664477825164795
cifar100_without_reg_100_20_models.pt,0.47853952646255493,0.5166015625,0.22470703125000002,2.5851001739501953,0.8240407943725586,2.682424783706665
cifar100_without_reg_100_20_models.pt,0.47377628087997437,0.525195300579071,0.22099609374999996,2.547091484069824,0.7382151126861572,2.5551598072052
cifar100_with_reg_importance_0.2_100_20_models.pt,0.47489237785339355,0.5306640863418579,0.2314453125,4.142549991607666,1.598320198059082,3.9554154872894287
cifar100_with_reg_importance_0.2_100_20_models.pt,0.45097655057907104,0.5150390863418579,0.21875,4.215977668762207,1.434160327911377,3.920361042022705
cifar100_with_reg_importance_0.2_100_20_models.pt,0.48740434646606445,0.5453125238418579,0.23447265625000002,4.096299171447754,1.5950387001037598,4.012649059295654
cifar100_with_reg_importance_0.2_100_20_models.pt,0.4584183692932129,0.51611328125,0.21591796875000002,4.185387134552002,1.4218992233276366,3.8903048038482666
cifar100_with_reg_importance_0.2_100_20_models.pt,0.46442127227783203,0.5235351324081421,0.2216796875,4.19035530090332,1.4301353454589845,3.981804370880127
cifar100_with_reg_importance_0.4_100_20_models.pt,0.45911991596221924,0.504687488079071,0.21865234374999998,4.207106590270996,1.4790613174438476,3.911200761795044
cifar100_with_reg_importance_0.4_100_20_models.pt,0.4622090458869934,0.522265613079071,0.2177734375,4.185487747192383,1.4471580505371093,4.096092224121094
cifar100_with_reg_importance_0.4_100_20_models.pt,0.4799984097480774,0.5302734375,0.22529296875000004,4.152376651763916,1.5909330368041992,4.097774982452393
cifar100_with_reg_importance_0.4_100_20_models.pt,0.5206313729286194,0.559374988079071,0.24726562500000004,4.065467357635498,1.9104476928710938,4.00717830657959
cifar100_with_reg_importance_0.4_100_20_models.pt,0.45637357234954834,0.5128905773162842,0.21416015624999996,4.1755242347717285,1.4773863792419433,4.163155555725098
cifar100_with_reg_importance_0.6_100_20_models.pt,0.5178411900997162,0.5616210699081421,0.25390625,4.071495056152344,1.8796211242675782,4.103674411773682
cifar100_with_reg_importance_0.6_100_20_models.pt,0.4899274706840515,0.5326172113418579,0.23183593749999998,4.1399407386779785,1.7807497024536132,4.21247673034668
cifar100_with_reg_importance_0.6_100_20_models.pt,0.4516581892967224,0.5148437023162842,0.21689453125000002,4.226239204406738,1.5105913162231446,4.063564777374268
cifar100_with_reg_importance_0.6_100_20_models.pt,0.4635722041130066,0.51806640625,0.21816406249999998,4.182005405426025,1.576207733154297,3.9983935356140137
cifar100_with_reg_importance_0.6_100_20_models.pt,0.4582231044769287,0.5208984613418579,0.21894531250000004,4.207424640655518,1.531337356567383,3.931523084640503
cifar100_with_reg_importance_0.8_100_20_models.pt,0.449621319770813,0.5041015148162842,0.21015625000000004,4.201132774353027,1.4770092010498046,3.908121347427368
cifar100_with_reg_importance_0.8_100_20_models.pt,0.48237407207489014,0.535449206829071,0.22207031249999998,4.186026573181152,1.63720703125,3.9371888637542725
cifar100_with_reg_importance_0.8_100_20_models.pt,0.45354753732681274,0.5020507574081421,0.20751953125,4.204445838928223,1.5026853561401368,3.9820032119750977
cifar100_with_reg_importance_0.8_100_20_models.pt,0.4858298897743225,0.537402331829071,0.23164062500000004,4.174968719482422,1.7120969772338868,4.063571929931641
cifar100_with_reg_importance_0.8_100_20_models.pt,0.48362964391708374,0.5384765863418579,0.23388671875,4.212469577789307,1.736244010925293,3.9972212314605713
cifar100_with_reg_importance_1.0_100_20_models.pt,0.4697105884552002,0.525195300579071,0.22265625,4.14119291305542,1.6283891677856446,4.103532314300537
cifar100_with_reg_importance_1.0_100_20_models.pt,0.4858497977256775,0.5343749523162842,0.22861328125000002,4.1675615310668945,1.6869171142578125,3.9877207279205322
cifar100_with_reg_importance_1.0_100_20_models.pt,0.46213728189468384,0.517382800579071,0.22343749999999996,4.249664306640625,1.6520090103149414,4.115750789642334
cifar100_with_reg_importance_1.0_100_20_models.pt,0.48398834466934204,0.525390625,0.22812500000000002,4.076747417449951,1.738265037536621,4.04362678527832
cifar100_with_reg_importance_1.0_100_20_models.pt,0.48289620876312256,0.5299804210662842,0.23515624999999996,4.227480888366699,1.6801361083984374,4.094104766845703
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_1e-07_100_20_models.pt,0.4944276213645935,0.541796863079071,0.23193359375,2.280550003051758,0.7511261463165283,2.424614667892456
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_1e-07_100_20_models.pt,0.4985610842704773,0.5402343273162842,0.23330078124999998,1.9272141456604004,0.652556324005127,1.9957284927368164
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_1e-07_100_20_models.pt,0.48254942893981934,0.527148425579071,0.2177734375,2.4121265411376953,0.7648719787597656,2.4935362339019775
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_1e-07_100_20_models.pt,0.49960142374038696,0.5404297113418579,0.23251953125000002,1.9420137405395508,0.6586311340332032,2.123020887374878
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_1e-07_100_20_models.pt,0.4967036247253418,0.537890613079071,0.22783203124999996,2.0878829956054688,0.6812618255615235,2.122213840484619
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_1e-06_100_20_models.pt,0.4903300404548645,0.5323241949081421,0.22519531250000002,2.220695972442627,0.7149384975433349,2.3616273403167725
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_1e-06_100_20_models.pt,0.5049226880073547,0.5504882335662842,0.23613281249999996,2.208508014678955,0.7240206241607666,2.2837836742401123
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_1e-06_100_20_models.pt,0.46962690353393555,0.52587890625,0.21718749999999998,2.9491753578186035,0.794392442703247,2.949887990951538
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_1e-06_100_20_models.pt,0.47992265224456787,0.53076171875,0.21943359375000004,2.5521278381347656,0.7780697822570801,2.7106902599334717
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_1e-06_100_20_models.pt,0.46666133403778076,0.5340820550918579,0.22646484374999998,3.0191073417663574,0.8894767761230469,2.9787771701812744
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_1e-05_100_20_models.pt,0.47081077098846436,0.5228515863418579,0.21396484375000002,3.1774487495422363,0.9016555786132813,2.8665993213653564
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_1e-05_100_20_models.pt,0.47403937578201294,0.5187499523162842,0.21279296874999998,2.812624931335449,0.840628719329834,2.6986773014068604
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_1e-05_100_20_models.pt,0.4757692813873291,0.5299804210662842,0.21796875000000004,3.0202832221984863,0.9234548568725586,3.289029121398926
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_1e-05_100_20_models.pt,0.47185903787612915,0.5079101324081421,0.20595703124999998,2.931844711303711,0.8796476364135742,2.9554431438446045
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_1e-05_100_20_models.pt,0.48398834466934204,0.522265613079071,0.21728515625,2.4643945693969727,0.7248329162597656,2.8614754676818848
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.0001_100_20_models.pt,0.46866631507873535,0.5197265148162842,0.22021484375,2.806767463684082,0.8376627922058105,2.750190496444702
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.0001_100_20_models.pt,0.46451687812805176,0.511035144329071,0.21015625000000004,3.1441478729248047,0.8980569839477539,3.136286497116089
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.0001_100_20_models.pt,0.47110968828201294,0.51025390625,0.21113281250000004,2.731928825378418,0.7477674007415771,2.619326114654541
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.0001_100_20_models.pt,0.4741470217704773,0.5274413824081421,0.22099609374999996,2.8379201889038086,0.8220006942749023,2.9503252506256104
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.0001_100_20_models.pt,0.4658163785934448,0.5155273675918579,0.21943359375000004,2.7842235565185547,0.7631497859954834,2.867295265197754
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.001_100_20_models.pt,0.47853559255599976,0.53125,0.224609375,2.560647964477539,0.7015150547027588,2.6617374420166016
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.001_100_20_models.pt,0.46439337730407715,0.513964831829071,0.21240234375,2.9234023094177246,0.7778600692749024,3.017591953277588
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.001_100_20_models.pt,0.4748724699020386,0.5246093273162842,0.21806640624999996,2.804530143737793,0.8987024307250977,2.9573705196380615
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.001_100_20_models.pt,0.4749402403831482,0.5249999761581421,0.22734374999999996,2.8018746376037598,0.7441596508026123,2.747619152069092
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.001_100_20_models.pt,0.48293209075927734,0.53173828125,0.21884765625000002,2.861326217651367,0.8135563850402832,2.681065082550049
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.01_100_20_models.pt,0.48852837085723877,0.5377929210662842,0.22050781249999996,2.2226147651672363,0.6674091339111328,2.398088216781616
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.01_100_20_models.pt,0.502734363079071,0.532031238079071,0.22666015625000002,1.901536464691162,0.6598847866058349,1.949852705001831
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.01_100_20_models.pt,0.45930325984954834,0.515625,0.20781249999999996,3.2195911407470703,0.8904338836669922,3.1825783252716064
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.01_100_20_models.pt,0.4998605251312256,0.54296875,0.23046875,2.1169843673706055,0.6236447811126709,2.029777765274048
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.01_100_20_models.pt,0.48870378732681274,0.5352538824081421,0.22587890624999996,2.641047954559326,0.7681743621826171,2.658243417739868
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.1_100_20_models.pt,0.48172831535339355,0.5236327648162842,0.21240234375,2.4185404777526855,0.7492249965667724,2.3696489334106445
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.1_100_20_models.pt,0.48378509283065796,0.5274413824081421,0.21923828125,2.2328763008117676,0.6632881164550781,2.165861129760742
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.1_100_20_models.pt,0.49562740325927734,0.5260741710662842,0.22177734375000002,2.330199718475342,0.7962905406951905,2.5797505378723145
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.1_100_20_models.pt,0.4770926237106323,0.5225585699081421,0.2138671875,2.823885440826416,0.9210710525512695,2.819736957550049
cifar100_with_reg_sample_sim_same_1e-05_sample_sim_diff_0.1_100_20_models.pt,0.4809630513191223,0.5233398675918579,0.21054687500000002,2.4561991691589355,0.6267743587493897,2.5450713634490967
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-07_100_20_models.pt,0.4648318290710449,0.523242175579071,0.21787109375000002,3.3009324073791504,0.9828701019287109,3.203974485397339
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-07_100_20_models.pt,0.46005260944366455,0.5162109136581421,0.20566406250000002,2.930873394012451,0.8211227416992187,2.91123366355896
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-07_100_20_models.pt,0.4647201895713806,0.5187499523162842,0.21162109375000004,3.4735350608825684,1.0501976013183594,3.4048094749450684
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-07_100_20_models.pt,0.45149075984954834,0.509082019329071,0.20830078124999996,3.1178932189941406,0.9375106811523437,3.300417184829712
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-07_100_20_models.pt,0.46978241205215454,0.5187499523162842,0.21611328124999996,3.1379966735839844,0.8420925140380859,3.1063289642333984
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-06_100_20_models.pt,0.4403340220451355,0.502246081829071,0.19785156250000002,3.778515338897705,0.975299072265625,3.328819513320923
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-06_100_20_models.pt,0.467163622379303,0.5387694835662842,0.21259765625000004,3.693218231201172,1.0050214767456054,3.5717849731445312
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-06_100_20_models.pt,0.4621651768684387,0.5155273675918579,0.21318359374999996,3.412754535675049,0.9744973182678223,3.3536438941955566
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-06_100_20_models.pt,0.46028780937194824,0.511035144329071,0.20576171875000004,3.1814866065979004,0.8850408554077148,3.0621705055236816
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-06_100_20_models.pt,0.470300555229187,0.5126953125,0.20839843749999998,3.0770955085754395,0.8400465965270996,3.281010627746582
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-05_100_20_models.pt,0.45710301399230957,0.5116211175918579,0.20781249999999996,3.1610732078552246,0.9482241630554199,3.086059093475342
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-05_100_20_models.pt,0.4672871232032776,0.5142577886581421,0.20869140625000004,3.241882801055908,0.928769874572754,3.053539514541626
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-05_100_20_models.pt,0.4619101285934448,0.5252929925918579,0.21718749999999998,3.176762580871582,0.9592746734619141,3.1386923789978027
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-05_100_20_models.pt,0.4580157995223999,0.5124022960662842,0.20849609375,3.4104018211364746,0.9930562019348145,3.275296211242676
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_1e-05_100_20_models.pt,0.4833904504776001,0.5283203125,0.21669921874999998,3.2216076850891113,1.0007951736450196,3.240128517150879
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.0001_100_20_models.pt,0.4714166522026062,0.52880859375,0.220703125,2.7841877937316895,0.8691233634948731,2.7545814514160156
cifar100_with_reg_sample_sim_same_0.0001_sample_sim_diff_0.0001_100_20_models.pt,0.4765107035636902,0.51953125,0.21699218750000004,2.759321689605713,0.8425662040710449,2.781642436981201
