filename,train error,test error,mutual information,sample entropy,experts usage
mnist_without_reg_inf_top_1_10_10_models.pt,0.09858864545822144,0.10170000791549683,0.0,0.1094735860824585,0.07588128000497818
mnist_without_reg_inf_top_1_10_10_models.pt,0.09735280275344849,0.09589999914169312,0.0,0.1094735860824585,0.07588128000497818
mnist_without_reg_inf_top_1_10_10_models.pt,0.09143275022506714,0.08710002899169922,0.0,0.1094735860824585,0.07588128000497818
mnist_without_reg_inf_top_1_10_10_models.pt,0.0878685712814331,0.09049999713897705,0.0,0.1094735860824585,0.07588128000497818
mnist_without_reg_inf_top_1_10_10_models.pt,0.08718997240066528,0.08790004253387451,0.0,0.1094735860824585,0.07588128000497818
mnist_without_reg_inf_top_1_10_10_models.pt,0.0870354175567627,0.08760005235671997,0.0,0.1094735860824585,0.07588128000497818
mnist_without_reg_inf_top_1_10_10_models.pt,0.08469611406326294,0.08390003442764282,0.0,0.1094735860824585,0.07588128000497818
mnist_without_reg_inf_top_2_10_10_models.pt,0.09421896934509277,0.09500002861022949,0.0,0.7682446241378784,0.5325064063072205
mnist_without_reg_inf_top_2_10_10_models.pt,0.07633739709854126,0.07920002937316895,0.0,0.9791460037231445,0.6786924600601196
mnist_without_reg_inf_top_2_10_10_models.pt,0.0839126706123352,0.08600002527236938,0.0,0.5842336416244507,0.4049598276615143
mnist_without_reg_inf_top_2_10_10_models.pt,0.08172225952148438,0.08100003004074097,0.0,0.9313507676124573,0.6455633640289307
mnist_without_reg_inf_top_2_10_10_models.pt,0.0831567645072937,0.08180004358291626,0.0,0.726679801940918,0.5036962032318115
mnist_without_reg_inf_top_2_10_10_models.pt,0.08317333459854126,0.08140003681182861,0.0,0.9164678454399109,0.6352472305297852
mnist_without_reg_inf_top_2_10_10_models.pt,0.08545202016830444,0.08630001544952393,0.0,0.8470696210861206,0.5871436595916748
mnist_with_attention_top_1_10_10_models.pt,0.08497750759124756,0.08570003509521484,0.0,8.525150860805297e-07,7.646493145330169e-07
mnist_with_attention_top_1_10_10_models.pt,0.11858338117599487,0.11910003423690796,0.0,6.792940894229105e-07,5.964566867078247e-07
mnist_with_attention_top_1_10_10_models.pt,0.11845093965530396,0.11910003423690796,0.0,3.9592273992639093e-07,3.249524809234572e-07
mnist_with_attention_top_1_10_10_models.pt,0.09628242254257202,0.10210001468658447,0.0,3.1865675964581897e-07,2.511069112642872e-07
mnist_with_attention_top_1_10_10_models.pt,0.11069363355636597,0.11300003528594971,0.0,5.738032768931589e-07,4.86000828914257e-07
mnist_with_attention_top_1_10_10_models.pt,0.17657572031021118,0.17980003356933594,0.0,6.688326266157674e-07,6.396961680366076e-07
mnist_with_attention_top_1_10_10_models.pt,0.08736097812652588,0.08619999885559082,0.0,5.17151363510493e-07,4.3149728412572586e-07
mnist_with_attention_top_1_10_10_models.pt,0.08938580751419067,0.08930003643035889,0.0,4.4380385588738136e-07,4.1965756736317417e-07
mnist_with_attention_top_1_10_10_models.pt,0.08672094345092773,0.08840000629425049,0.0,7.211209549495834e-07,7.323945396819909e-07
mnist_with_attention_top_1_10_10_models.pt,0.08709061145782471,0.08640003204345703,0.0,4.6440032974714995e-07,4.222944767207082e-07
mnist_with_attention_top_2_10_10_models.pt,0.03480863571166992,0.04809999465942383,1.361532211303711,0.07937329262495041,1.2680244445800781
mnist_with_attention_top_2_10_10_models.pt,0.04318392276763916,0.051500022411346436,1.1424460411071777,0.07402375340461731,0.9363384246826172
mnist_with_attention_top_2_10_10_models.pt,0.050097107887268066,0.05889999866485596,1.417151927947998,0.08456071466207504,1.098376750946045
mnist_with_attention_top_2_10_10_models.pt,0.04078936576843262,0.05180001258850098,1.2307164669036865,0.08972930163145065,1.0176732540130615
mnist_with_attention_top_2_10_10_models.pt,0.039034903049468994,0.051200032234191895,1.418968915939331,0.08226833492517471,1.0903044939041138
mnist_with_attention_top_2_10_10_models.pt,0.04305148124694824,0.05500000715255737,1.3316128253936768,0.06908691674470901,1.0584354400634766
mnist_with_attention_top_2_10_10_models.pt,0.04369151592254639,0.05500000715255737,1.2423226833343506,0.08579153567552567,0.9924686551094055
mnist_with_attention_top_2_10_10_models.pt,0.02752584218978882,0.04919999837875366,1.9697644710540771,0.07664579153060913,1.5569899082183838
mnist_with_attention_top_2_10_10_models.pt,0.030560314655303955,0.04620003700256348,1.646414041519165,0.07806871831417084,1.3045930862426758
mnist_with_attention_top_2_10_10_models.pt,0.037512123584747314,0.04960000514984131,1.4346487522125244,0.055003467947244644,1.0986212491989136
mnist_without_reg_10_10_models.pt,0.08960098028182983,0.09540003538131714,0.0,0.10470106452703476,0.07257328927516937
mnist_without_reg_10_10_models.pt,0.08933615684509277,0.09010004997253418,0.0,0.10450205951929092,0.07243534177541733
mnist_without_reg_10_10_models.pt,0.0908203125,0.09280002117156982,0.0,0.10500455647706985,0.07278361916542053
mnist_without_reg_10_10_models.pt,0.08909338712692261,0.09370005130767822,0.0,0.10476060956716537,0.07261442393064499
mnist_without_reg_10_10_models.pt,0.08872371912002563,0.09380000829696655,0.0,0.10470414906740189,0.07257534563541412
mnist_without_reg_10_10_models.pt,0.09036791324615479,0.09580004215240479,0.0,0.10470937192440033,0.07257905602455139
mnist_without_reg_10_10_models.pt,0.09057754278182983,0.09049999713897705,0.0,0.1046530157327652,0.07253996282815933
mnist_without_reg_10_10_models.pt,0.08833205699920654,0.09040004014968872,0.0,0.1046999841928482,0.07257243990898132
mnist_without_reg_10_10_models.pt,0.0899154543876648,0.0934000015258789,0.0,0.1048508882522583,0.07267720252275467
