filename,train error,test error,mutual information,sample entropy,experts usage
mnist_without_reg_rand_init_top_1_10_10_models.pt,0.0889664888381958,0.09060001373291016,0.0,0.001353458035737276,0.0009559403406456113
mnist_without_reg_rand_init_top_1_10_10_models.pt,0.08890026807785034,0.09270000457763672,0.0,0.0016756561817601323,0.0016932085854932666
mnist_without_reg_rand_init_top_1_10_10_models.pt,0.08930301666259766,0.08890002965927124,0.0,0.0009760226239450276,0.0010049203410744667
mnist_without_reg_rand_init_top_1_10_10_models.pt,0.09158718585968018,0.09020000696182251,0.0,0.0013273737858980894,0.0009377361857332289
mnist_without_reg_rand_init_top_1_10_10_models.pt,0.08809477090835571,0.09030002355575562,0.0,0.0012867155019193888,0.001316652400419116
mnist_without_reg_rand_init_top_1_10_10_models.pt,0.0994880199432373,0.09960001707077026,0.0,0.0014636435080319643,0.001033767475746572
mnist_without_reg_rand_init_top_1_10_10_models.pt,0.09098583459854126,0.09160000085830688,0.0,0.001275147427804768,0.0009005018509924412
mnist_without_reg_rand_init_top_1_10_10_models.pt,0.08764785528182983,0.08880001306533813,0.0,0.0012887709308415651,0.0013102072989568114
mnist_without_reg_rand_init_top_1_10_10_models.pt,0.08887267112731934,0.09290003776550293,0.0,0.00129260728135705,0.0013219955144450068
mnist_without_reg_rand_init_top_1_10_10_models.pt,0.09296101331710815,0.09080004692077637,0.0,0.0011937982635572553,0.0012175306910648942
mnist_without_reg_rand_init_top_2_10_10_models.pt,0.036508023738861084,0.04919999837875366,1.3861794471740723,0.035456325858831406,0.9664489030838013
mnist_without_reg_rand_init_top_2_10_10_models.pt,0.03269553184509277,0.04900002479553223,0.9107985496520996,0.03160213306546211,0.6927386522293091
mnist_without_reg_rand_init_top_2_10_10_models.pt,0.019840240478515625,0.03780001401901245,1.4730136394500732,0.03604113310575485,1.0823570489883423
mnist_without_reg_rand_init_top_2_10_10_models.pt,0.016899466514587402,0.03240001201629639,2.1792964935302734,0.03529517352581024,1.5174298286437988
mnist_without_reg_rand_init_top_2_10_10_models.pt,0.06424897909164429,0.06749999523162842,0.42740464210510254,0.13583418726921082,0.5027913451194763
mnist_without_reg_rand_init_top_2_10_10_models.pt,0.03235346078872681,0.0437999963760376,1.4941067695617676,0.027587732300162315,1.0380746126174927
mnist_without_reg_rand_init_top_2_10_10_models.pt,0.027884483337402344,0.04080003499984741,1.2712974548339844,0.09590965509414673,1.072265386581421
mnist_without_reg_rand_init_top_2_10_10_models.pt,0.0245630145072937,0.03800004720687866,1.5049810409545898,0.029436688870191574,1.0442713499069214
mnist_without_reg_rand_init_top_2_10_10_models.pt,0.018593311309814453,0.031100034713745117,1.563366413116455,0.027028625831007957,1.0859321355819702
mnist_without_reg_rand_init_top_2_10_10_models.pt,0.021920204162597656,0.03450000286102295,1.336521863937378,0.029762646183371544,0.9338040351867676
mnist_with_attention_rand_init_top_1_10_10_models.pt,0.31005579233169556,0.3086000084877014,0.0,9.050915017461136e-10,7.84120990360293e-10
mnist_with_attention_rand_init_top_1_10_10_models.pt,0.08264368772506714,0.08650004863739014,0.0,6.721015211041959e-08,7.234454812987678e-08
mnist_with_attention_rand_init_top_1_10_10_models.pt,0.1641838550567627,0.16500002145767212,0.0,7.790295000070519e-15,6.91712600419574e-15
mnist_with_attention_rand_init_top_1_10_10_models.pt,0.08579403162002563,0.08810001611709595,2.384185791015625e-07,1.4739391651641398e-10,1.5416945498003543e-10
mnist_with_attention_rand_init_top_1_10_10_models.pt,0.11277920007705688,0.11430001258850098,0.0,4.796800823214653e-08,5.212342202298714e-08
mnist_with_attention_rand_init_top_1_10_10_models.pt,0.12938624620437622,0.12650001049041748,0.0,2.3411001137674248e-08,2.212991034866718e-08
mnist_with_attention_rand_init_top_1_10_10_models.pt,0.0848340392112732,0.08680003881454468,0.0,1.729365983749176e-08,1.8983861593824258e-08
mnist_with_attention_rand_init_top_1_10_10_models.pt,0.12453657388687134,0.12710005044937134,0.0,9.164208947254338e-09,9.435792591716563e-09
mnist_with_attention_rand_init_top_1_10_10_models.pt,0.08665472269058228,0.08960002660751343,0.0,2.9361413474149334e-12,2.7345207261747495e-12
mnist_with_attention_rand_init_top_1_10_10_models.pt,0.08727270364761353,0.08950001001358032,0.0,7.379886568514848e-08,8.618260238790754e-08
mnist_with_attention_rand_init_top_2_10_10_models.pt,0.006157279014587402,0.0317000150680542,2.2238545417785645,0.03959587216377258,1.7938271760940552
mnist_with_attention_rand_init_top_2_10_10_models.pt,0.007746279239654541,0.032100021839141846,2.1245553493499756,0.02789047546684742,1.5900657176971436
mnist_with_attention_rand_init_top_2_10_10_models.pt,0.017710566520690918,0.03970003128051758,1.5013294219970703,0.03079434484243393,1.2215030193328857
mnist_with_attention_rand_init_top_2_10_10_models.pt,0.00721663236618042,0.03320002555847168,1.8077635765075684,0.04109649732708931,1.5398342609405518
mnist_with_attention_rand_init_top_2_10_10_models.pt,0.007183551788330078,0.0350000262260437,2.035529613494873,0.02102813869714737,1.5214132070541382
mnist_with_attention_rand_init_top_2_10_10_models.pt,0.015652596950531006,0.04080003499984741,1.7625329494476318,0.030532769858837128,1.4417455196380615
